Record_ID,District,Timestamp,Date,Time,Day_of_Week,Intersection_Name,Zone,Road_Type,Vehicle_Count,Vehicle_Type_Dominant,Average_Speed_kmh,Congestion_Level,Queue_Length_meters,Signal_Cycle_Seconds,Green_Time_Ratio,Pedestrian_Count,Weather_Condition,Temperature_Celsius,Visibility_meters,Incident_Type,Incident_Severity,Travel_Time_Index,Occupancy_Rate,Air_Quality_Index
475,Salem,12-11-2024 02:15,12-11-2024,2:15,Tuesday,Ammapet_Signal,Steel_Plant,Inner_Road,494,Two_Wheeler_Dominant,20.04,Moderate,48,120,0.58,293,Cloudy,26.6,555.1,None,None,1.81,0.87,52
476,Salem,14-11-2024 18:06,14-11-2024,18:06,Thursday,Steel_Plant_Signal,Sankari_Main_Road,National_Highway,312,Mixed,24.4,Low,1,114,0.6,297,Rain,32.5,286.4,Breakdown,None,1.53,0.65,150
477,Salem,15-11-2024 22:25,15-11-2024,22:25,Friday,Kondalampatti_Junction,Attur_Road,State_Highway,406,Two_Wheeler_Dominant,60.05,Moderate,59,174,0.34,162,Clear,34.9,810.4,Accident,Moderate,1.74,0.26,126
478,Salem,16-11-2024 22:56,16-11-2024,22:56,Saturday,Attur_Road_Junction,Fairlands,State_Highway,149,Car_Dominant,47.46,Moderate,75,134,0.51,155,Rain,33.5,394.1,None,Moderate,2.05,0.52,124
479,Salem,17-11-2024 05:50,17-11-2024,5:50,Sunday,Sankari_Main_Road,Kitchipalayam,Main_Road,285,Mixed,41.07,High,33,171,0.4,221,Clear,30.5,634.2,Accident,Moderate,2.3,0.43,74
480,Salem,17-11-2024 20:02,17-11-2024,20:02,Sunday,Ammapet_Signal,Steel_Plant,Inner_Road,592,Mixed,53.3,Low,57,103,0.31,261,Cloudy,18.5,310.8,None,None,1.09,0.73,166
481,Salem,19-11-2024 21:58,19-11-2024,21:58,Tuesday,Steel_Plant_Signal,Cherry_Road,Main_Road,524,Car_Dominant,65.45,High,69,137,0.3,235,Rain,41,947,Accident,None,0.95,0.36,101
482,Salem,20-11-2024 08:32,20-11-2024,8:32,Wednesday,Cherry_Road_Junction,Seelanaickenpatti,National_Highway,209,Two_Wheeler_Dominant,23.49,Severe,75,166,0.38,135,Clear,32.2,482.7,Accident,None,1.66,0.65,101
483,Salem,20-11-2024 19:21,20-11-2024,19:21,Wednesday,Steel_Plant_Signal,Attur_Road,Main_Road,356,Heavy_Vehicles,32.14,High,24,73,0.62,31,Rain,21.4,410.8,None,None,2.1,0.87,200
484,Salem,20-11-2024 22:55,20-11-2024,22:55,Wednesday,Five_Roads,New_Suramangalam,National_Highway,170,Car_Dominant,39.53,Moderate,73,107,0.44,193,Clear,29,453.5,Road_Work,Minor,1.28,0.18,237
485,Salem,23-11-2024 03:01,23-11-2024,3:01,Saturday,Kondalampatti_Junction,Sankari_Main_Road,Main_Road,182,Mixed,49,Low,48,166,0.53,213,Clear,20.7,660.2,Market_Congestion,None,1.52,0.53,247
486,Salem,23-11-2024 13:44,23-11-2024,13:44,Saturday,Saradha_College_Signal,Kondalampatti,Inner_Road,196,Heavy_Vehicles,65.35,Moderate,53,122,0.58,16,Clear,35.7,746.9,None,None,2.44,0.48,231
487,Salem,23-11-2024 16:38,23-11-2024,16:38,Saturday,Saradha_College_Signal,Steel_Plant,Main_Road,331,Two_Wheeler_Dominant,52.97,Low,7,79,0.6,185,Rain,28.4,746.5,Accident,None,2,0.77,194
488,Salem,23-11-2024 19:01,23-11-2024,19:01,Saturday,Fairlands_Junction,Sankari_Main_Road,Inner_Road,555,Mixed,58.25,High,66,109,0.45,275,Clear,35.9,506.2,None,None,1.37,0.66,112
489,Salem,24-11-2024 10:07,24-11-2024,10:07,Sunday,Steel_Plant_Signal,Ammapet,Main_Road,241,Car_Dominant,19.88,High,68,162,0.39,113,Rain,37.9,964.1,None,None,1.15,0.36,224
490,Salem,24-11-2024 16:25,24-11-2024,16:25,Sunday,Sankari_Main_Road,Sankari_Main_Road,State_Highway,342,Mixed,24,Moderate,0,68,0.4,30,Clear,37.2,453.9,None,None,0.95,0.3,151
491,Salem,25-11-2024 13:08,25-11-2024,13:08,Monday,Sankari_Main_Road,Fairlands,State_Highway,97,Mixed,69.17,Severe,47,104,0.31,190,Clear,41.9,594,None,Minor,2.67,0.92,56
492,Salem,26-11-2024 11:03,26-11-2024,11:03,Tuesday,Kondalampatti_Junction,Cherry_Road,Main_Road,590,Mixed,36.14,Low,41,138,0.42,118,Clear,19.6,859,None,None,1.49,0.5,240
493,Salem,26-11-2024 22:31,26-11-2024,22:31,Tuesday,Ammapet_Signal,Cherry_Road,State_Highway,197,Two_Wheeler_Dominant,43.84,Moderate,56,126,0.38,178,Cloudy,28.8,639.1,None,None,0.84,0.46,80
494,Salem,27-11-2024 04:58,27-11-2024,4:58,Wednesday,Omalur_Junction,Fairlands,State_Highway,194,Mixed,38.99,Low,36,165,0.6,134,Clear,25.1,889.7,None,Moderate,1.28,0.89,84
495,Salem,28-11-2024 02:54,28-11-2024,2:54,Thursday,Attur_Road_Junction,Steel_Plant,Inner_Road,296,Heavy_Vehicles,58.97,High,60,157,0.6,279,Cloudy,25.2,377,Road_Work,None,1.94,0.86,165
496,Salem,28-11-2024 13:07,28-11-2024,13:07,Thursday,Five_Roads,Steel_Plant,State_Highway,330,Two_Wheeler_Dominant,69.12,High,71,122,0.32,286,Rain,30.4,557,None,Minor,2.51,0.84,58
497,Salem,28-11-2024 22:34,28-11-2024,22:34,Thursday,Ammapet_Signal,Omalur_Road,Inner_Road,410,Mixed,45.85,Severe,56,148,0.49,28,Clear,19,410.7,None,Moderate,2.4,0.35,224
498,Salem,29-11-2024 01:48,29-11-2024,1:48,Friday,Sankari_Main_Road,Steel_Plant,Inner_Road,255,Mixed,33.44,Low,5,90,0.35,55,Clear,31,805.4,Road_Work,Minor,1.95,0.68,176
499,Salem,29-11-2024 04:31,29-11-2024,4:31,Friday,Steel_Plant_Signal,Omalur_Road,National_Highway,244,Heavy_Vehicles,57.4,Moderate,50,88,0.35,293,Clear,34.9,360.3,Market_Congestion,Minor,2.33,0.74,146
500,Salem,29-11-2024 17:53,29-11-2024,17:53,Friday,Ammapet_Signal,Kitchipalayam,Inner_Road,175,Mixed,47.28,Low,69,151,0.7,104,Clear,30.3,272.4,Procession,Major,2.38,0.21,117
501,Salem,01-12-2024 04:04,01-12-2024,4:04,Sunday,Fairlands_Junction,Sankari_Main_Road,National_Highway,579,Mixed,38.92,High,1,134,0.39,97,Rain,36.3,418.4,Breakdown,Minor,2.35,0.61,117
502,Salem,03-12-2024 12:17,03-12-2024,12:17,Tuesday,Saradha_College_Signal,Cherry_Road,State_Highway,282,Mixed,41.08,Low,71,177,0.38,292,Rain,24.9,901.8,Market_Congestion,Major,1.71,0.72,115
503,Salem,03-12-2024 15:55,03-12-2024,15:55,Tuesday,Sankari_Main_Road,Attur_Road,National_Highway,332,Heavy_Vehicles,66.53,Severe,64,86,0.41,8,Rain,39.4,334.2,Breakdown,Major,1.97,0.94,142
504,Salem,03-12-2024 21:53,03-12-2024,21:53,Tuesday,Five_Roads,Kondalampatti,National_Highway,222,Mixed,21.63,Moderate,19,161,0.45,107,Rain,27.1,152,Breakdown,Minor,1.74,0.6,67
505,Salem,04-12-2024 06:27,04-12-2024,6:27,Wednesday,Steel_Plant_Signal,Steel_Plant,Main_Road,169,Heavy_Vehicles,37.52,High,17,162,0.5,35,Clear,19.7,182.3,None,None,1.48,0.66,96
506,Salem,04-12-2024 07:49,04-12-2024,7:49,Wednesday,Omalur_Junction,Hasthampatti,National_Highway,393,Mixed,64.73,Moderate,43,84,0.57,79,Clear,38.9,550.5,Breakdown,Minor,2.57,0.25,109
507,Salem,05-12-2024 00:05,05-12-2024,0:05,Thursday,Cherry_Road_Junction,Hasthampatti,National_Highway,207,Mixed,21.23,Moderate,75,148,0.48,251,Clear,27.6,146.7,None,Minor,2.74,0.55,92
508,Salem,05-12-2024 03:46,05-12-2024,3:46,Thursday,Seelanaickenpatti_Signal,Kondalampatti,National_Highway,231,Mixed,27.77,High,33,177,0.47,185,Hot,39.4,783.1,Accident,None,1.03,0.76,160
509,Salem,05-12-2024 03:56,05-12-2024,3:56,Thursday,Attur_Road_Junction,Seelanaickenpatti,Inner_Road,192,Two_Wheeler_Dominant,42.92,High,39,65,0.35,130,Rain,19.9,794,None,Minor,1.46,0.74,152
510,Salem,05-12-2024 06:41,05-12-2024,6:41,Thursday,New_Bus_Stand_Junction,Seelanaickenpatti,State_Highway,597,Two_Wheeler_Dominant,67.25,Moderate,53,74,0.42,88,Rain,29.6,812.4,None,None,2.33,0.38,236
511,Salem,05-12-2024 12:52,05-12-2024,12:52,Thursday,New_Bus_Stand_Junction,Cherry_Road,National_Highway,256,Heavy_Vehicles,46.71,Moderate,25,148,0.6,265,Clear,35.1,161.6,None,None,2.31,0.19,229
512,Salem,05-12-2024 18:23,05-12-2024,18:23,Thursday,Saradha_College_Signal,Sankari_Main_Road,Main_Road,268,Car_Dominant,23.54,Low,73,68,0.57,212,Clear,18.5,113.6,Accident,None,2.59,0.74,53
513,Salem,07-12-2024 13:20,07-12-2024,13:20,Saturday,Cherry_Road_Junction,Sankari_Main_Road,Main_Road,199,Mixed,36.11,Low,35,151,0.46,118,Clear,21.7,562.5,Road_Work,None,1.86,0.82,191
514,Salem,08-12-2024 03:36,08-12-2024,3:36,Sunday,Fairlands_Junction,Attur_Road,State_Highway,585,Two_Wheeler_Dominant,36.9,Moderate,76,175,0.45,145,Clear,35.3,399.2,Procession,Moderate,1.13,0.73,57
515,Salem,08-12-2024 12:21,08-12-2024,12:21,Sunday,Ammapet_Signal,Seelanaickenpatti,National_Highway,185,Mixed,56.25,Low,42,61,0.67,67,Clear,36.3,534.7,Accident,None,2.18,0.57,155
516,Salem,08-12-2024 15:13,08-12-2024,15:13,Sunday,Steel_Plant_Signal,Kitchipalayam,State_Highway,280,Mixed,44.29,High,5,104,0.68,215,Clear,41.3,993.9,None,None,1.93,0.92,161
517,Salem,08-12-2024 21:51,08-12-2024,21:51,Sunday,Ammapet_Signal,Kondalampatti,National_Highway,270,Mixed,38.33,Moderate,66,167,0.54,110,Fog,31.9,614.6,None,None,1.63,0.35,164
518,Salem,08-12-2024 22:20,08-12-2024,22:20,Sunday,Steel_Plant_Signal,Kitchipalayam,State_Highway,397,Heavy_Vehicles,36.88,Moderate,19,119,0.69,62,Clear,18,284.2,Accident,None,1.38,0.7,212
519,Salem,08-12-2024 23:51,08-12-2024,23:51,Sunday,Five_Roads,Sankari_Main_Road,Inner_Road,590,Mixed,66.61,High,27,110,0.67,110,Clear,33.7,392.8,None,None,1.47,0.67,184
520,Salem,09-12-2024 06:23,09-12-2024,6:23,Monday,Cherry_Road_Junction,Omalur_Road,State_Highway,287,Two_Wheeler_Dominant,31.58,Low,43,146,0.49,50,Clear,22,641.4,Accident,None,2.31,0.91,178
521,Salem,10-12-2024 08:36,10-12-2024,8:36,Tuesday,Kitchipalayam_Signal,New_Suramangalam,State_Highway,269,Mixed,29.18,Moderate,79,118,0.55,125,Rain,33.5,854.6,None,None,1.61,0.57,50
522,Salem,10-12-2024 08:37,10-12-2024,8:37,Tuesday,Cherry_Road_Junction,Omalur_Road,Main_Road,280,Heavy_Vehicles,58.93,Moderate,30,155,0.31,28,Cloudy,18.4,205.5,Procession,Major,1.78,0.69,54
523,Salem,10-12-2024 20:41,10-12-2024,20:41,Tuesday,Ammapet_Signal,Cherry_Road,National_Highway,297,Mixed,21.59,Low,19,145,0.48,251,Clear,18.1,619.4,Road_Work,None,2.8,0.65,233
524,Salem,11-12-2024 12:54,11-12-2024,12:54,Wednesday,Seelanaickenpatti_Signal,Fairlands,Main_Road,395,Mixed,62.86,Low,40,140,0.55,110,Rain,36.6,883.5,None,Moderate,2.07,0.51,149
525,Salem,12-12-2024 23:57,12-12-2024,23:57,Thursday,Steel_Plant_Signal,Attur_Road,Main_Road,186,Mixed,51.94,Low,47,131,0.39,120,Cloudy,38.7,232.3,None,Minor,1.41,0.41,157
526,Salem,12-12-2024 23:57,12-12-2024,23:57,Thursday,Omalur_Junction,Kitchipalayam,National_Highway,333,Mixed,21.43,Low,8,125,0.59,102,Clear,26.2,844.8,None,Moderate,2.06,0.69,169
527,Salem,13-12-2024 17:21,13-12-2024,17:21,Friday,Omalur_Junction,Ammapet,State_Highway,223,Mixed,24.03,Moderate,9,176,0.47,130,Hot,37.7,631.6,None,Minor,1.87,0.5,120
528,Salem,13-12-2024 23:49,13-12-2024,23:49,Friday,Fairlands_Junction,Hasthampatti,National_Highway,384,Mixed,27.65,Moderate,63,139,0.3,263,Rain,18.4,320.8,None,None,1.76,0.85,161
529,Salem,14-12-2024 13:38,14-12-2024,13:38,Saturday,New_Bus_Stand_Junction,Sankari_Main_Road,Main_Road,160,Car_Dominant,51.72,High,65,126,0.33,84,Clear,19.5,165.8,None,None,2.8,0.92,225
530,Salem,15-12-2024 07:42,15-12-2024,7:42,Sunday,Five_Roads,Cherry_Road,State_Highway,203,Mixed,37.65,Moderate,74,104,0.55,68,Clear,29.7,970.2,Accident,None,2.23,0.84,96
531,Salem,15-12-2024 20:04,15-12-2024,20:04,Sunday,Sankari_Main_Road,Omalur_Road,Inner_Road,269,Heavy_Vehicles,67.22,Moderate,15,77,0.42,11,Clear,29.3,489.5,Breakdown,None,1.9,0.76,179
532,Salem,17-12-2024 01:09,17-12-2024,1:09,Tuesday,New_Bus_Stand_Junction,Ammapet,Inner_Road,404,Mixed,60.66,High,79,162,0.37,172,Rain,38.3,459.1,None,None,0.96,0.86,119
533,Salem,17-12-2024 07:59,17-12-2024,7:59,Tuesday,Ammapet_Signal,Kondalampatti,Inner_Road,578,Mixed,29.74,High,21,84,0.61,119,Clear,35,317.8,None,Minor,2.07,0.53,82
534,Salem,17-12-2024 23:03,17-12-2024,23:03,Tuesday,Sankari_Main_Road,Attur_Road,State_Highway,306,Mixed,61.45,Moderate,70,163,0.44,287,Clear,19.4,418.8,Accident,Major,1.45,0.8,122
535,Salem,18-12-2024 00:57,18-12-2024,0:57,Wednesday,Saradha_College_Signal,Kitchipalayam,National_Highway,101,Two_Wheeler_Dominant,61.55,Low,37,77,0.65,20,Clear,18.6,246.7,None,Minor,2.56,0.62,221
536,Salem,18-12-2024 19:30,18-12-2024,19:30,Wednesday,Seelanaickenpatti_Signal,Sankari_Main_Road,Main_Road,476,Car_Dominant,33.8,High,36,114,0.35,165,Cloudy,25.2,108.1,None,None,1.72,0.63,241
537,Salem,19-12-2024 11:13,19-12-2024,11:13,Thursday,Cherry_Road_Junction,Kondalampatti,Main_Road,296,Heavy_Vehicles,17.32,Moderate,72,177,0.54,19,Clear,36.7,751.1,Breakdown,None,1.31,0.33,162
538,Salem,19-12-2024 20:15,19-12-2024,20:15,Thursday,Attur_Road_Junction,Steel_Plant,State_Highway,433,Heavy_Vehicles,22.75,Severe,47,122,0.55,230,Rain,40.7,775.8,None,Minor,1.75,0.54,231
539,Salem,20-12-2024 07:19,20-12-2024,7:19,Friday,Attur_Road_Junction,New_Suramangalam,Main_Road,351,Mixed,45.78,Severe,12,169,0.44,46,Rain,40.2,340.7,None,None,0.95,0.37,127
540,Salem,21-12-2024 09:57,21-12-2024,9:57,Saturday,Fairlands_Junction,Fairlands,National_Highway,205,Heavy_Vehicles,44.8,Moderate,60,113,0.6,23,Rain,26.8,552.8,Road_Work,Moderate,2.44,0.71,114
541,Salem,21-12-2024 15:18,21-12-2024,15:18,Saturday,Seelanaickenpatti_Signal,Cherry_Road,National_Highway,98,Car_Dominant,21.48,Moderate,26,74,0.61,98,Clear,23.8,569.3,None,Minor,1.76,0.93,117
542,Salem,22-12-2024 17:26,22-12-2024,17:26,Sunday,New_Bus_Stand_Junction,Kondalampatti,National_Highway,303,Mixed,21.08,High,26,83,0.64,239,Clear,41.4,604.6,Breakdown,None,1.9,0.42,110
543,Salem,23-12-2024 04:40,23-12-2024,4:40,Monday,Omalur_Junction,Sankari_Main_Road,Inner_Road,368,Mixed,59,Low,65,61,0.34,153,Clear,35.7,731,None,None,2.79,0.33,223
544,Salem,23-12-2024 15:07,23-12-2024,15:07,Monday,Ammapet_Signal,Attur_Road,Main_Road,475,Mixed,24.65,Low,8,108,0.59,209,Clear,36,734.9,None,None,1.43,0.8,133
545,Salem,25-12-2024 03:24,25-12-2024,3:24,Wednesday,Saradha_College_Signal,Steel_Plant,State_Highway,227,Mixed,18.66,High,59,66,0.52,175,Rain,34.6,835.1,Accident,Minor,1.37,0.59,98
546,Salem,25-12-2024 14:04,25-12-2024,14:04,Wednesday,Cherry_Road_Junction,Sankari_Main_Road,Inner_Road,332,Mixed,47.47,Moderate,32,61,0.4,169,Clear,37.1,673.9,None,None,1.67,0.82,64
547,Salem,25-12-2024 14:17,25-12-2024,14:17,Wednesday,Steel_Plant_Signal,New_Suramangalam,National_Highway,233,Two_Wheeler_Dominant,35.53,Moderate,44,158,0.62,247,Clear,34.6,736,Accident,None,2.52,0.72,249
548,Salem,26-12-2024 02:02,26-12-2024,2:02,Thursday,Fairlands_Junction,Steel_Plant,State_Highway,539,Mixed,39.06,High,67,102,0.64,72,Hot,24.8,317.7,None,Minor,1.98,0.87,164
549,Salem,27-12-2024 06:04,27-12-2024,6:04,Friday,Kondalampatti_Junction,Omalur_Road,State_Highway,556,Mixed,47.24,Moderate,40,82,0.55,121,Clear,31,820,Breakdown,None,0.94,0.37,73
550,Salem,28-12-2024 20:03,28-12-2024,20:03,Saturday,Five_Roads,Attur_Road,Inner_Road,310,Car_Dominant,43.14,Moderate,42,85,0.31,63,Rain,29.3,206.7,None,Minor,1.6,0.94,109
